25	-1.1
40	-1.1
63	-1.1
100	-2.4
160	-2.4
250	-2.4
400	-2.4
630	9.8
1000	12.4
1600	15.7
2500	17
4000	17.6
6300	17
10000	9.2
16000	1.4
