25	-1.8
40	-1.8
63	-1.8
100	-3.1
160	-1.1
250	-1.1
400	0.8
630	1.4
1000	5.3
1600	10.9
2500	14.3
4000	16.6
6300	14.3
10000	9.7
16000	-0.5
